SrcIP,SrcPort,DstIP,DstPort,StartTime_s,EndTime_s,Duration_s,TotalBytes,TotalPackets,Retransmissions,HandshakeTime_ms,MSS,IsElephant,AvgThroughput_bps
141.138.89.207,26200,40.236.178.203,13000,1744145100.300444,1744145100.300444,0.000001,0,1,0,-1.000,1460,0,0.00
45.190.178.203,443,85.21.52.124,47096,1744145100.300357,1744145100.326095,0.025738,3216,6,0,-1.000,-1,0,999611.47
65.160.67.172,443,249.178.67.150,50280,1744145100.300341,1744145100.342531,0.042190,52500,21,0,-1.000,-1,0,9954965.63
58.58.67.150,443,156.200.15.126,60948,1744145100.300324,1744145100.300324,0.000001,0,1,0,-1.000,-1,0,0.00
193.164.132.91,873,115.246.152.202,43230,1744145100.300291,1744145100.320491,0.020200,241816,76,0,-1.000,-1,0,95768712.87
109.250.228.45,13979,50.105.67.150,8443,1744145100.300146,1744145100.300146,0.000001,0,1,0,-1.000,-1,0,0.00
13.143.162.107,51224,160.164.24.202,22,1744145100.300118,1744145100.300118,0.000001,12,1,0,-1.000,-1,0,96000000.00
65.160.67.172,443,249.178.67.150,50326,1744145100.300113,1744145100.343529,0.043416,57500,23,0,-1.000,-1,0,10595172.29
68.29.67.150,64793,22.142.107.51,443,1744145100.300082,1744145100.300082,0.000001,212,1,0,-1.000,-1,0,1696000000.00
60.99.37.18,50040,21.194.152.202,50003,1744145100.300078,1744145100.300078,0.000001,0,1,0,-1.000,1460,0,0.00
50.175.28.133,64401,179.215.41.104,443,1744145100.300005,1744145100.323087,0.023082,511,6,0,-1.000,-1,0,177107.70
117.215.173.157,59142,157.114.219.37,183,1744145100.299923,1744145100.302643,0.002720,0,16,0,-1.000,-1,0,0.00
17.245.35.18,42067,109.19.5.133,1434,1744145100.299849,1744145100.299849,0.000001,0,1,0,-1.000,1460,0,0.00
50.175.28.133,64395,179.215.41.104,443,1744145100.299847,1744145100.300728,0.000881,0,2,0,-1.000,-1,0,0.00
158.160.89.167,52023,191.184.178.203,20546,1744145100.299796,1744145100.299796,0.000001,0,1,0,-1.000,1460,0,0.00
84.198.96.40,443,26.190.178.203,44598,1744145100.299781,1744145100.299781,0.000001,86,1,0,-1.000,-1,0,688000000.00
80.166.55.170,35725,83.56.5.133,8728,1744145100.299731,1744145100.299731,0.000001,0,1,0,-1.000,-1,0,0.00
199.234.152.202,22,183.56.195.186,35546,1744145100.299683,1744145100.299859,0.000176,52,2,0,-1.000,-1,0,2363636.36
242.166.4.31,443,198.184.178.203,48410,1744145100.299668,1744145100.340528,0.040860,30950,19,0,-1.000,-1,0,6059716.10
65.32.161.83,55634,99.71.164.163,6001,1744145100.299602,1744145100.299602,0.000001,0,1,0,-1.000,-1,0,0.00
106.197.30.142,443,237.110.67.150,50124,1744145100.299592,1744145100.328177,0.028585,44800,17,0,-1.000,-1,0,12538044.43
110.244.158.141,50916,199.199.67.150,5555,1744145100.299586,1744145100.299586,0.000001,0,1,0,-1.000,-1,0,0.00
75.190.161.107,44052,141.197.113.131,25,1744145100.299552,1744145100.299552,0.000001,0,1,0,-1.000,-1,0,0.00
161.27.95.8,43689,120.211.152.202,3080,1744145100.299500,1744145100.299500,0.000001,0,1,0,-1.000,1460,0,0.00
115.246.152.202,43230,193.164.132.91,873,1744145100.299489,1744145100.342982,0.043493,0,27,0,-1.000,-1,0,0.00
247.150.199.3,51530,117.201.152.202,8600,1744145100.299463,1744145100.299463,0.000001,0,1,0,-1.000,1460,0,0.00
154.199.60.192,41298,44.7.67.150,1433,1744145100.299410,1744145100.299410,0.000001,0,1,0,-1.000,-1,0,0.00
250.57.127.150,52690,210.150.186.130,8000,1744145100.299351,1744145100.299351,0.000001,0,1,0,-1.000,1412,0,0.00
157.114.219.37,183,117.215.173.157,59142,1744145100.299335,1744145100.301248,0.001913,38292,25,0,-1.000,-1,0,160133821.22
